year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,filter_democrat,words
1984,8407,13,1303,13,1303,He proposed to cut out the burial program for recipients of Social Security.,1,13
1984,8408,13,1303,13,1303,"He proposed to cut millions from programs that Democratic Administrations had provided for the education of the children of the elderly covered by Social Security, slashing the list of beneficiaries of these programs by hundreds of thousands of sons and daughters of men and women covered by Social Security.",1,49
1984,8409,13,1303,13,1303,"And he called for the abolition of the $122-a-month minimum benefit program, which would have dropped over three million people from Social Security altogether.",1,24
1984,8410,13,1303,13,1303,"The American people then revolted, and so did the Congress.",1,10
1984,8411,13,1303,13,1303,"The Democratic Party put a stop to the decimation of the Social Security program, but not before President Reagan had cut $19 billion from Social Security benefits in 1981 and the ensuing four years.",1,34
1984,8412,13,1303,13,1303,"Democrats in Congress forced the restoration of the $122-a-month minimum benefit program to those who were covered before the Reagan cuts, but never succeeded in extending coverage to the additional 7,000 people a month who would have become eligible after the Reagan cuts.",1,43
1984,8413,3,300,3,300,"Instead of keeping his word that he would not cut Medicare, Reagan forced Congress every year beginning in 1981 to cut billions from the Medicare program.",1,26
1984,8414,13,1303,13,1303,"When Social Security developed financial problems due to massive unemployment in 1982, the Reagan Administration moved to ""solve"" them by cutting benefits further.",1,23
1984,8415,13,1303,13,1303,Only the Democrats on the Social Security Commission prevented him from doing that.,1,13
1984,8416,20,2012,20,2012,"If Mr. Reagan is reelected, how would we teach our children to respect the law?",1,15
1984,8417,20,2012,20,2012,We cannot teach our children to respect the law when they see the highest officials of government flaunting it at their will.,1,22
1984,8418,20,2012,20,2012,Lawlessness has been a pattern in this Administrationíïand it is a pattern that is unlikely to be altered if Reagan and the Republicans stay in the White House.,1,28
1984,8419,20,2012,20,2012,More than forty top Republican officials have already been implicated in all kinds of wrongdoing.,1,15
1984,8420,20,2012,20,2012,"Murky transactions on the fringe of organized crime, accepting gifts from foreign journalists and governments, misusing government funds, lying under oath, stock manipulations, taking interest-free loans from wealthy businessmen who later receive federal jobsíïall of these are part of business as usual with Ronald Reagan's appointees.",1,46
1984,8421,12,1200,12,1200,"The Republicans profess to stand for ""law and order.""",1,9
1984,8422,12,1200,12,1200,But this is the same Administration that voted the bipartisan anti-crime bill in 1982.,1,14
1984,8423,20,2012,20,2012,"And when it comes to laws they do not likeíïwhether they concern toxic wastes, pure food and drugs, or worker health and safetyíïthis Administration simply makes believe they do not exist.",1,31
1984,8424,19,1900,19,1900,The same is true overseas: this Administration is just as willing to ignore international law as domestic law.,1,18
1984,8425,19,1921,19,1921,"When we finally learned of illegal mining of of Nicaragua's harbors, the Reagan Administration hastily attempted, the night before Nicaragua sued us, to withdraw jurisdiction over the question from the World Court.",1,32
1984,8426,19,1921,19,1921,But even this maneuver was carried out in an illegal fashion that the World Court later set aside.,1,18
1984,8427,2,208,2,208,"This Republican Administration has been unprecedentedly eager to limit public debate by instituting ""security agreements"" that censor ex-officials, ""revising"" the Freedom of Information Act, refusing visas to foreign visitors who might provide another perspective on American policies overseas, and denying our war correspondents their historic position alongside out troops.",1,49
1984,8428,2,200,2,200,"If Mr. Reagan is reelected, what would happen to our unfinished civil rights agenda?",1,14
1984,8429,2,200,2,200,The answer is clear: an Administration which refuses to enforce the laws that are on the books can hardly be expected to respectíïor even recognizeíïthe rights of those who are not already specifically protected by existing law.,1,37
1984,8430,2,202,2,202,Nowhere is this Administration's hostility to equal rights and equal justice more apparent than in its attitude to the Equal Rights Amendment.,1,22
1984,8431,2,202,2,202,"As soon as the Reagan faction took control of the Republican Party at its convention in 1980, it ended that Party's forty-year commitment to passage of the Equal Rights Amendment.",1,30
1984,8432,2,202,2,202,"So long as this Administration remains in office, the proponents of unamended ERA have nothing less than an enemy in the White House.",1,23
1984,8433,2,200,2,200,"And if this is true for the women of America, it is equally true for disadvantaged minorities who must depend on this government's sense of justice to secure their rights and lead independent lives.",1,34
1984,8434,2,200,2,200,"Since assuming office, the Reagan Administration has shown more hostilityíïindeed, more outright and implacable aggressioníïtoward the American ideal of equal justice for all than even its harshest critics would have predicted in 1980.",1,33
1984,8435,0,-555,0,-555,"Given its first-term record, even our most pessimistic forecasts for four more Republish years may well fall short of the mark.",1,21
1984,8436,0,-555,0,-555,No one knows the full extent of the damage Reagan could wreak on this country in another term.,1,18
1984,8437,0,-555,0,-555,But we do know one thing: we cannot afford to find out.,1,12
1984,8438,5,500,5,500,"""The Democratic Party is challenged as never before to redirect the present dangerous course of our nation and our world, and to provide meaningful work at adequate pay for all our citizens and justice for all Americans.",1,37
1984,8439,19,1900,19,1900,"""The dream of a nation fully committed to peace, jobs, and justice has fast became a nightmare under this Administrationí",1,20
1984,8440,0,-555,0,-555,"""Our choice today is to become just a new party in power in November with new faces and new pledgesíïor a truly great party with the courage to develop a new vision and a new direction for the sake of our nation and our world.""Coretta Scott King (Democratic Platform Committee Hearing, Washington, DC. June 11. 1984)",1,56
1984,8441,2,202,2,202,"""The Equal Rights Amendment is the only guarantee of full equality the women of this nation can trust and count on.",1,21
1984,8442,2,202,2,202,"We have seen in the past three and one-half years an administration that has gone out of its way to prove that laws, court decisions, executive orders, and regulations are not enoughíïthey can be changed by a new majority, overturned, swept aside, underfunded, or rescinded.",1,45
1984,8443,2,202,2,202,"Only when the legislative protections against such discrimination areí_ in the bedrock of the Constitution can weí_ at the vagaries of changing political climate or a hostile administration will not wipe out those protections.""Judy Goldsmith. President. National Organization for Women (Democratic Platform Committee Hearing, Washington, DC, June 12, 1984)",1,49
1984,8444,2,200,2,200,"Equal justice for all, in a Democratic future, means that every individual must have a fair and equal opportunity to fulfil his or her potential, and to be an independent, working member of our societyíïand it is the commitment of our Party to secure that opportunity.",1,46
1984,8445,2,200,2,200,"We are determined to build an America of self-sufficient, independent people.",1,11
1984,8446,2,200,2,200,"We will enforce the laws guaranteeing equal opportunity and human rights, and complete the unfinished civil rights agenda.",1,18
1984,8447,13,1300,13,1300,"We will keep our commitments to all of the members of our community who rely upon our word to stay, or to become, independentíïour senior citizens, those who served in our Armed Forces, the handicapped and disabled, the members of our American family who are trapped in poverty, and all Americans who look to government to protect them from the pain, expense, and dislocation caused by crime.",1,67
1984,8448,13,1300,13,1300,"And in fulfilling these and all the duties of government, a Democratic Administration will stand as an example to all of integrity and justice.",1,24
1984,8449,9,900,9,900,"Many have suffered from historical patterns of discrimination and others, because of their recent immigration in sizeable numbers, are subject to new forms of discrimination.",1,25
1984,8450,2,201,2,201,"Over the years, the Democratic Party has voiced a commitment to eradicating the injustices.",1,14
1984,8451,2,201,2,201,"In 1948, the Democratic Platform for the first time contained a plank committing this Party to the cause of civil rights.",1,21
1984,8452,2,201,2,201,"For almost forty years, we have fought proudly for that cause.",1,11
1984,8453,2,201,2,201,"In 1964, a Democratic President and a Democratic Congress enacted the landmark legislation prohibiting discrimination in employment and public accommodations.",1,20
1984,8454,2,201,2,201,"And for nearly two decades, a bipartisan commitment has existed in Congress and in the White House to expand and enforce those laws.",1,23
1984,8455,2,201,2,201,Until Ronald Reagan.,1,3
1984,8456,2,201,2,201,This Administration has sought to erode the force and meaning of constitutionally-mandated and court-sanctioned remedies for long-standing patterns of discriminatory conduct.,1,21
1984,8457,2,201,2,201,"It has attempted to create new standards under each of our nation's civil rights laws by requiring a showing of intent to discriminate, and case-by-case litigation of class-wide violations.",1,29
1984,8458,2,201,2,201,Its interpretation of two recent Supreme Court decisions attempts to sound the death knell for equal opportunity and affirmative action.,1,20
1984,8459,2,205,2,205,"In one case, the Administration interpreted the Court's decision as requiring that equal opportunity mandates associated with the receipt of all federal the special needs of the disabled.",1,28
1984,8460,2,205,2,205,"This Administration has closed its eyes to those needs, and in so doing, violated a fundamental trust by seeking to condemn millions of disabled Americans to dependency.",1,27
1984,8461,2,205,2,205,We will honor our commitments.,1,5
1984,8462,2,205,2,205,We will insist that those who receive federal funds accommodate disabled employeesíïa requirement this Administration sought to eliminate.,1,18
1984,8463,5,500,5,500,"We will insist that benefits be available for those who cannot work, and that training is available for those who need help to find work.",1,25
1984,8464,3,334,3,334,The Democratic Party will safeguard the rights of the elderly and disabled to remain free from institutionalization except where medically indicated.,1,21
1984,8465,2,205,2,205,The rights of the disabled within institutions should be protected from violations of the integrity of their person.,1,18
1984,8466,2,205,2,205,"Also, we will promote accessible public transportation, buildings, make voting booths accessible, and strictly enforce laws such as the entire Rehabilitation Act of 1973",1,24
1984,8467,16,1609,16,1608,Opportunities for VeteransíïThis country has a proud tradition of honoring and supporting those who have defended us.,1,17
1984,8468,16,1609,16,1608,Millions of Americans in the years after World War II went to college and bought their homes thanks to GI benefits.,1,21
1984,8469,16,1609,16,1608,"But for the latest generation of American veterans, needed support and assistance have been missing.",1,15
1984,8470,16,1609,16,1608,"The nation has begun to welcome home with pride its Vietnam veterans, as reflected in the extraordinary Vietnam Veterans Memorial which was built through public contributions.",1,26
1984,8471,16,1609,16,1608,The Democratic Party shares the nation's commitment to Vietnam veterans.,1,10
1984,8472,16,1609,16,1608,No President since the beginning of the Vietnam War has been so persistently hostile to Vietnam veterans programs as Ronald Reagan.,1,21
1984,8473,16,1609,16,1608,"He has sought to dismantle the Readjustment Counseling Centers, opposed employment and Agent Orange benefits, as well as basic due process at the Veterans Administration, including judicial review.",1,28
1984,8474,16,1609,16,1608,The Vietnam War divided our nation.,1,6
1984,8475,16,1609,16,1608,"Many of the rifts remain, but all agree on the respect due Vietnam veterans for their distinguished service during a troubled time.",1,22
1984,8476,16,1609,16,1608,"The Democratic Party pledges to reverse Ronald Reagan's Vietnam veteran policies, helping our nation come together as one people.",1,19
1984,8477,16,1609,16,1608,"And we believe it is especially important that we end discrimination against women and minority veterans, particularly in health and education programs.",1,22
1984,8478,16,1609,16,1608,"We believe that the government has a special obligation to all of this nation's veterans, and we are committed to fulfilling itíïto providing the highest quality health care, improving education and training, providing the assistance they need to live independent and productive lives.",1,43
1984,8479,13,1302,13,1302,"Opportunities for the PooríïFor the past four years, this Administration has callously pursued policies which have further impoverished those at the bottom of the economic ladder and pushed millions of Americans, particularly women and children, below the poverty line.",1,39
1984,8480,13,1302,13,1302,"Thanks to the Reagan budget cuts, many of the programs upon which the poor rely have been guttedíïfrom education to housing to child nutrition.",1,24
1984,8481,13,1302,13,1302,"Far from encouraging independence, the Administration has penalized those seeking to escape poverty through work, by conditioning assistance on nonparticipation in the workplace.",1,23
1984,8482,13,1302,13,1302,The figures tell part of the story:,1,7
1984,8483,13,1302,13,1302,"íïToday, 15 percent of all Americans live below the poverty line;",1,11
1984,8484,13,1302,13,1302,íïOver three million more children are in poverty today than there were in 1979;,1,14
1984,8485,13,1302,13,1302,íïOver half of all black children under age three live in poverty;,1,12
1984,8486,13,1302,13,1302,"íïMore than one-third of all female-headed households are below the poverty line, and for non-white families headed by women with more than one child, the figure is 70 percent.",1,29
1984,8487,13,1302,13,1302,But the numbers tell only part of the story;,1,9
1984,8488,13,1302,13,1302,"numbers do not convey the frustration and suffering of women seeking a future for themselves and their children, with no support from anyone;",1,23
1984,8489,14,1409,14,1409,"numbers do not recount the pain of growing numbers of homeless men and women with no place to sleep, or of increasing infant mortality rates among children born to poor mothers.",1,31
1984,8490,1,103,1,103,Numbers do not convey the human effects of unemployment on a once stable and strong family.,1,16
1984,8491,2,202,2,202,"As Democrats, we call upon the American people to join with us in a renewed commitment to combat the feminization of poverty in our nation so that every American can be a productive, contributing member of our society.",1,38
1984,8492,13,1302,13,1302,"In that effort, our goal is to strengthen families and to reverse the existing incentives for their destruction.",1,18
1984,8494,2,201,2,201,"We recognize the special need to increase the labor force participation of minority males, and we are committed to expanding their opportunities through education and training and to enforcing the laws which guarantee them equal opportunities.",1,36
1984,8495,12,1208,12,1208,The plight of young mothers must be separately addresses as well;,1,11
1984,8496,12,1208,12,1208,they too need education and training and quality child care must be available if they are to participate in such programs.,1,21
1984,8497,13,1302,13,1302,Only through a nation that cares and a government that acts can those Americans trapped in poverty move toward meaningful independence.,1,21
1984,8498,13,1302,13,1302,"The Hungry and the HomelessíïIn the late 1960's, the nation discovered widespread hunger and malnutrition in America, especially among poor children and the elderly.",1,24
1984,8499,13,1302,13,1302,"The country responded with a national effort, of which Americans should be justly proud.",1,14
1984,8500,13,1302,13,1302,"By the late 1970's, medical researchers found that hunger had nearly been eliminated.",1,13
1984,8501,13,1302,13,1302,"Since 1980, however, hunger has returned.",1,6
1984,8502,1,103,1,103,"High unemployment, coupled with deep cutbacks in food assistance and other basic support programs for poor families have led to conditions not seen in this country for years.",1,28
1984,8503,13,1301,13,1302,Studies in hospitals and health departments document increases in numbers of malnourished children.,1,13
1984,8504,14,1409,14,1409,Increasing numbers of homeless wander our cities streets in search of food and shelter.,1,14
1984,8505,13,1301,13,1302,"Religious organizations, charities and other agencies report record numbers of persons standing in line for food at soup kitchens and emergency food pantries.",1,23
1984,8506,13,1301,13,1302,Strong action is needed to address this issue and to end the resurgence of hunger in America.,1,17
1984,8507,13,1301,13,1302,"The Democratic Party is committed to reversing regressive Reagan policies and to providing more adequate food aid for poor families, infants, children, elderly and handicapped persons.",1,26
1984,8508,13,1301,13,1302,"It is time to resume the national effort, jettisoned in 1980, to ensure that less fortunate Americans do not go without adequate food because they are too poor to secure a decent diet.",1,33
1984,8509,13,1300,13,1300,"As Democrats, we call upon the American people to join with us in a renewed commitment to fight hunger and homelessness so that every American can be a productive, contributing member of our society.",1,34
1984,8510,19,1905,19,1905,Hunger is an international problem as well.,1,7
1984,8511,19,1905,19,1905,In many countries it shortens peace and stability.,1,8
1984,8512,19,1905,19,1905,The United States should take the lead in working with our allies and other countries to help wipe hunger from the face of the earth.,1,25
1984,8513,19,1901,19,1901,A Democratic President will ensure that the needs of the world's children are given priority in all U.S. foreign assistance programs and that international assistance programs are geared toward increasing self-reliance of local populations and self-sufficiency in food production.,1,39
1984,8514,20,2012,20,2012,"As Democrats, we believe that the American people are entitled to a government that is honest, that is open, and that is fully representative of this nation and its people, and we are committed to providing it.",1,37
1984,8515,20,2012,20,2012,"After four years in which the roll of dishonor in the Administration has grown weekly and monthlyíïfrom Richard Allen to Rita Lavelle, from Thomas Reed to James Wattíïit is time for an end to the embarrassment of Republican cronyism and malfeasance.",1,41
1984,8516,20,2005,20,2005,Our appointments will be ones of which Americans can be proud.,1,11
1984,8517,20,2005,20,2005,Our selection process in staffing the government will be severe.,1,10
1984,8518,20,2012,20,2012,We will not tolerate impropriety in a Democratic Administration.,1,9
1984,8519,20,2012,20,2012,We must work to end political action committee funding of federal political campaigns.,1,13
1984,8520,20,2012,20,2012,"To achieve that, we must enact a system of public financing of federal campaigns.",1,14
1984,8521,20,2012,20,2012,"At the same time, our Party should assure that a system of public financing be responsive to the problem of under representation of women and minorities in elective offices.",1,29
1984,8522,2,208,2,208,We Democrats are not afraid to govern in public and to let the .American people know and understand the basis for our decisions.,1,23
1984,8523,2,208,2,208,We will reverse current Administration policies that permit the widespread overclassification of documents lacking a relationship to our national security.,1,20
1984,8524,2,208,2,208,We will rescind Reagan Administration directives imposing undue burdens on citizens seeking information about their government through the Freedom of Information Act.,1,22
1984,8525,20,2004,20,2004,"We will insist that the government, in its relations with its own employees, set a standard of fairness which is a model for the private sector.",1,26
1984,8526,20,2000,20,2000,"We believe, moreover, that an Administration that cannot run its own house fairly cannot sere the American people fairly.",1,19
1984,8527,20,2000,20,2000,"We will ensure that government's number one priority is the performance of its mission under the law, and not the implementation of the narrow political agenda of a single Party.",1,30
1984,8528,20,2004,20,2004,Sound management and fair government cannot be administered by a politicized work force.,1,13
1984,8529,20,2004,20,2004,Neither can it be accomplished by a demoralized work force.,1,10
1984,8530,20,2004,20,2004,"A Democratic Administration will not devalue the pay, benefits, and retirement rights of federal workers guaranteed under the law.",1,19
1984,8531,20,2004,20,2004,"We will work to reverse personnel policies, including the contracting out of work traditionally performed by public employees, that have made it impossible for current federal employees to recommend a career in federal service to our nation's young people.",1,39
1984,8532,12,1204,12,1204,Our judicial system must be one in which excellence and access are the foundations.,1,14
1984,8533,12,1204,12,1204,"It is essential to recruit people of high integrity, outstanding competence, and high quality of judgment to serve in our nation's judiciary.",1,22
1984,8534,12,1204,12,1204,And we oppose efforts to strip the federal courts of their historic jurisdiction to adjudicate cases involving questions of federal law and constitutional right.,1,24
1984,8535,12,1200,12,1200,No problem has worried Americas more persistently over the past 20 years than the problem of crime.,1,17
1984,8536,12,1200,12,1200,"Crime and the fear of crime affect us all, but the impact is greatest on poor Americans who live in our cities.",1,22
1984,8537,12,1200,12,1200,Neither a permissive liberalism nor a static conservatism is the answer to reducing crime.,1,14
1984,8538,12,1200,12,1200,"While we must eliminate those elementsíïlike unemployment and povertyíïthat foster the criminal atmosphere, we must never let them be used as an excuse.",1,23
1984,8539,12,1200,12,1200,Although the primary responsibility for law enforcement rests at the local level.,1,12
1984,8540,12,1201,12,1201,Democrats believe the federal government can play an important role by encouraging local innovation and the implementation of new crime control methods as their effectiveness is shown.,1,27
1984,8541,12,1201,12,1201,"And when crime spills acres state borders, the federal government must take the lead, and assume responsibility for enforcing the law.",1,21
1984,8542,12,1200,12,1200,This Administration has done neither.,1,5
1984,8543,12,1209,12,1201,"It has talked ""law and order"" while cutting law enforcement budgets.",1,11
1984,8544,12,1203,12,1203,"It has decried the influence of drugs, while cutting back on customs enforcement.",1,13
1984,8545,12,1203,12,1203,"As a result, drug trafficking and abuse have risen to crisis proportions in the United States.",1,16
1984,8546,12,1203,12,1203,"In 1983, an estimated 60 tons of cocaine, 15,000 tons of marijuana, and 10 tons of heroin entered the United States, clear evidence that we are losing the effort overseas to control the production and transshipment of these and other dangerous drugs.",1,42
1984,8547,12,1203,12,1203,"Domestically, the illicit trafficking in drugs is a $100 billion per year business;",1,13
1984,8548,12,1203,12,1203,the economic and social costs to our society are far higher.,1,11
1984,8549,3,342,3,342,"Today, in our country, there are 25 million regular abusers of marijuana, close to 12 million abusers of cocaine, and half a million heroin addicts.",1,25
1984,8550,3,342,3,342,"Since 1979, hospital emergency room incidentsíïincluding deathsíïrelated to cocaine have soared 300 percent;",1,13
1984,8551,3,342,3,342,incidents related to heroin have climbed 80 percent.,1,8
1984,8552,3,342,3,342,"According to the 1983 National High School Survey on Drug Abuse, 63 percent of high school seniors have tried an illicit drug, and 40 percent have tried a drug other than marijuana.",1,32
1984,8553,3,342,3,342,Alcohol abuse is also a serious problem which must be faced.,1,11
1984,8554,12,1203,12,1203,"íïFor this reason, the Democratic Party believes it is essential to make narcotics control a high priority on the national agenda, and a major consideration in our dealings with producer and transshipment countries, particularly if they are recipients of U.S. assistance.",1,41
1984,8555,12,1200,12,1200,"íïAt the national level, the effort must begin by introducing a comprehensive management plan to eliminate overlap and friction between the 113 different federal agencies with responsibilities for fighting crime, particularly with respect to the control of drug traffic.",1,39
1984,8556,12,1203,12,1203,We must provide the necessary resources to federal agencies and departments with responsibility for the fight against drugs.,1,18
1984,8557,12,1200,12,1200,"íïTo spur local law enforcement efforts, establishment of an independent criminal justice corporation should be considered.",1,16
1984,8558,12,1200,12,1200,"This corporation could serve as a means of encouraging community-based efforts, such as neighborhood citizen watches, alternative deployment patterns for police, and community service sentencing programs, which have proven effectiveness.",1,30
1984,8559,2,200,2,200,"íïViolent acts of bigotry, hatred and extremism aimed at women, racial, ethnic and religious minorities, and gay men and lesbians have become an alarmingly common phenomenon.",1,26
1984,8560,2,200,2,200,"A Democratic Administration will work vigorously to address, document, and end all such violence.",1,14
1984,8561,12,1210,12,1210,íïWe believe that victims of crime deserve a workable program of compensation.,1,12
1984,8562,12,1210,12,1210,We call for sentencing reforms that routinely include monetary or other forms of restitution to victims.,1,16
1984,8563,12,1211,12,1211,The Federal government should ensure that victims of violent federal crime receive compensation.,1,13
1984,8564,12,1211,12,1211,"We need to establish a federal victim compensation fund, to be financed, in part, by fines and the proceeds from the sale of goods forfeited to the government.",1,28
1984,8565,12,1209,12,1201,"íïWe support tough restraints on the manufacture, transportation, and sale of snub-nosed handguns, which have no legitimate sporting use and are used in a high proportion of violent crimes.",1,29
1984,8566,3,342,3,342,"íïWe will establish a strong federal-state partnership to push for further progress in the nationwide expansion of comprehensive, community-based anti-drunk driving programs.",1,22
1984,8567,10,1006,10,1002,"With the support of citizens, private-sector business and government at all levels;",1,12
1984,8568,10,1006,10,1002,we will institutionalize fatality and injury reduction on the nation's highways.,1,11
1984,8569,12,1210,12,1210,íïWe support fundamental reform of the sentencing process so that offenders who commit similar crimes receive similar penalties.,1,18
1984,8570,12,1210,12,1210,"Reform should begin with the establishment of appropriately drafted sentencing guidelines, and judges deviating from such guidelines should be required to provide written reasons for doing so.",1,27
1984,8571,12,1204,12,1204,"íïFinally, we believe that the credibility of our criminal courts must be restored.",1,13
1984,8572,12,1204,12,1204,"Our courts should not be attacked for failing to eliminate the major social problem of crimeíïcourts of justice were not designed, and were never intended, to do that.",1,28
1984,8573,12,1204,12,1204,"A Democratic Administration will encourage experimentation with alternative dispute-resolution mechanisms, diversion programs for first and nonviolent offenders, and other devices to eliminate the congestion in our courts and restore to them an atmosphere in which they can perform their intended job: doing real individualized justice, in an orderly way.",1,49
1984,8574,19,1900,19,1900,Building a safer future for our nations and the world: that is the Democratic agenda for our national security.,1,19
1984,8575,19,1900,19,1900,"Every responsibility before our nation, every task that we set, pales beside the most important challenge we faceíïproviding new leadership that enhances our security, promotes our values, and works for peace.",1,31
1984,8576,19,1900,19,1900,The next American President will preside over a period of historic change in the international system.,1,16
1984,8577,19,1900,19,1900,"The relatively stable world order that has prevailed since World War II is bursting at the seams from the powerful forces of change íïthe proliferation of nuclear and conventional weapons, the relentless Soviet military buildup, the achievement of rough nuclear parity between the Soviet Union and the United States, the increasingly interdependent nature of the international economic order, the recovery and rise of European and Asian powers since the devastation of the Second World War, and the search for a new America political consensus in the wake of Vietnam and Lebanon and in the shadow of a regional crisis in Central America.",1,102
1984,8578,19,1900,19,1900,"The greatest foreign policy imperative of the Democratic Party and of the next President is to learn from past mistakes and adapt to these changes, rather than to foist or ignore them.",1,32
1984,8579,19,1921,19,1921,"While not underestimating the Soviet threat, we can no longer afford simplistically to blame all of our troubles on a single ""focus of evil,"" for the sources of international change run even deeper than the sources of superpower competition.",1,39
1984,8580,19,1900,19,1900,We must see change as an opportunity as well as a challenge.,1,12
1984,8581,19,1900,19,1900,"In the 1980's and beyond, America must not only make the world safe for diversity;",1,15
1984,8582,19,1900,19,1900,we must learn to thrive on diversity.,1,7
1984,8583,19,1900,19,1900,The Domestic Party believes that it is time to harness the full range of America's capacity to meet the challenges of a changing world.,1,24
1984,8584,19,1900,19,1900,We reject the notion that America is beset by forces beyond its control.,1,13
1984,8585,19,1900,19,1900,"Our commitment to freedom and democracy, our willingness to listen to contrasting viewpoints, and our ingenuity at devising new ideas and arrangements have given us advantages in an increasingly diverse world that no totalitarian system can match.",1,37
1984,8586,19,1900,19,1900,"The Democratic Party has a constructive and confident vision of America's ability to use all of our economic, political, and military resources to pursue our wide-ranging security and economic interests in a diverse and changing world.",1,36
1984,8587,16,1600,16,1600,We believe in a responsible defense policy that will increase our national security.,1,13
1984,8588,19,1900,19,1900,"We believe in a foreign policy that respects our allies, builds democracy, and advances the cause of human rights.",1,19
1984,8589,18,1806,18,1806,We believe that our economic future lies in our ability to rise to the challenge of international economic competition by making our own industries more competitive.,1,26
1984,8590,19,1921,19,1921,"Above all, we believe that our security requires the direct, personal involvement of the President of the United States to limit the Soviet military threat and to reduce the danger of nuclear war.",1,33
1984,8591,19,1921,19,1921,We have no illusions about the forces arrayed against the democratic cause in our time.,1,15
1984,8592,19,1921,19,1921,"In the year made famous by George Orwell, we can see the realization of many of his grimmest prophecies in the totalitarian Soviet state, which has amassed an arsenal of weapons far beyond its defensive needs.",1,36
1984,8593,19,1925,19,1925,"In the communist and non-communist world, we find tyrannical regimes that trample on human rights and repress their people's cry for economic justice.",1,23
1984,8594,19,1921,19,1921,The Reagan Administration points to Soviet repressioníïbut has no answer other than to escalate the arms race.,1,17
1984,8595,19,1925,19,1925,"It downgrades repression in the noncommunist world, by drawing useless distinctions between ""totalitarian"" and ""authoritarian"" regimes.",1,16
1984,8596,19,1900,19,1900,The Democratic Party understands the challenge posed by the enemies of democracy.,1,12
1984,8597,19,1900,19,1900,"Unlike the Reagan Administration, however, we are prepared to work constructively to reduce tensions and make genuine progress toward a safer world.",1,22
1984,8598,19,1900,19,1900,The Democratic Party is confident that American ideals and American interests reinforce each other in our foreign policy;,1,18
1984,8599,19,1900,19,1900,"the promotion of democracy and human rights not only distinguishes us from our adversaries, but it also builds the long-term stability that comes when governments respect their people.",1,28
1984,8600,19,1900,19,1900,"We look forward to the 21st Century as a century of democratic solidarity where security, freedom, and peace will flourish.",1,20
1984,8601,19,1900,19,1900,"Peace, freedom and security are the essence of America's dream.",1,10
1984,8602,19,1900,19,1900,They are the future of our children and their children.,1,10
1984,8603,19,1900,19,1900,This is the test where failure could provide no opportunity to try once more.,1,14
1984,8604,19,1900,19,1900,"As President Kennedy once warned: ""We have the power to make this the best generation of mankind in the history of the worldíïor to make it the last.""",1,28
1984,8605,16,1604,16,1604,"""Star Wars is not the path towards a less dangerous world.",1,11
1984,8606,16,1605,16,1605,A direct and safe road exists: equitable and verifiable deep cuts in strategic offensive forces.,1,15
1984,8607,16,1605,16,1605,"We must abandon the illusion that ever more sophisticated technology can remove the perils that science and technology have created.""Statement by Dr Jerome B. Wiesner, Dr. Carl Sagan, Dr. Henry Kendall, and Admiral Noel Gayler (Democratic Platform Committee Hearing, Washington, D.C., June 12, 1984)",1,44
1984,8608,19,1921,19,1921,"""The minister of the apartheid government recently boasted of the fruitful relationship between Pretoria and Washington since the advent of the Reagan regime.",1,23
1984,8609,19,1921,19,1921,"Now apartheid South Africa has acquired the military muscle to bomb, to maim, to kill men, women, and children, and to bully these states into negotiating with apartheid through the threat of increased military action.",1,35
1984,8610,19,1921,19,1921,"This may be hailed as a victory for apartheid and for the Reagan Administration, but in truth it can only create anger and contempt in the African people.""Professor Dennis Brutus, Northwestern University (former political prisoner in South Africa) (Democratic Platform Committee Hearing, New York, New York. April 9, 1984)",1,49
1984,8611,16,1600,16,1600,Suppose Mr. Reagan is reelected.,1,5
1984,8612,16,1600,16,1600,How would he deal with the serious threats that face us and our children?,1,14
1984,8613,16,1605,16,1605,"Under Mr. Reagan, the nuclear arms race would continue to spiral out of control.",1,14
1984,8614,16,1605,16,1605,A new generation of destabilizing missiles will imperil all humanity.,1,10
1984,8615,16,1605,16,1605,We will live in a world where the nuclear arms race has spread from earth into space.,1,17
1984,8616,16,1605,16,1605,"Under Mr. Reason, we would continue to over-emphasize destabilizing and redundant nuclear weapons programs at the expense of our conventional forces.",1,21
1984,8617,16,1610,16,1610,We will spend billions for weapons that do not work.,1,10
1984,8618,16,1617,16,1617,"We will continue to ignore proposals to improve defense management, to get a dollar's worth for each dollar spent, and to make our military more combat-effective and our weapons more cost-effective.",1,31
1984,8619,16,1600,16,1600,"Under Mr. Reagan, regional conflicts would continue to be dangerously mismanaged.",1,11
1984,8620,16,1619,16,1619,Young Americans may be sent to fight and die needlessly.,1,10
1984,8621,16,1605,16,1605,The spread of nuclear materials to new nations and the spread of sophisticated conventional weapons to virtually every nation on earth will continue unabated.,1,24
1984,8622,16,1600,16,1600,"Can America afford a President so out of touch with reality that he tells us, ""I think the world is safer and further removed from a possible war than it was several years ago""?",1,34
