year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,words
1996,11340,12,1210,12,1210,"Since punitive damages are intended to punish egregious wrongdoing, a substantial portion of the amount awarded should go to a crime-victim compensation fund or similar program;",26
1996,11341,12,1210,12,1210,"restore limited liability to non-profit organizations - churches, civic and community groups, and the volunteers who sustain them - to provide protection against profit-seeking lawsuits andí_ to encourage volunteerism;",29
1996,11342,12,1210,12,1210,increase sanctions for abuses of the discovery process used to intimidate opponents and drive up the costs of litigation;,19
1996,11343,12,1210,12,1210,reform medical malpractice to reduce health care costs and keep doctors practicing in critical areas like obstetrics;,17
1996,11344,12,1210,12,1210,"eliminate the use ofí_ ""junk science"" by opportunistic attorneys by requiring courts to verify that the science of those called as expert witnesses is reasonably acceptable within the scientific community, and forbid the practice of making their fees conditional upon a favorable verdict.í_",43
1996,11345,12,1210,12,1210,"This action will reduce the practice of so-called hired-gun ""experts"" who make up theories to fit the facts of the case in which they are testifying;",26
1996,11346,12,1210,12,1210,"eliminate joint and several liability in order to ensure that responsible parties pay their ""fair share"" in proportion to their degree of fault; and",24
1996,11347,12,1210,12,1210,guard against non-meritorious lawsuits that are designed to have a chilling effect on First Amendment rights.,16
1996,11348,12,1210,12,1210,A federal products liability law goes hand in hand with legal reform.í_,12
1996,11349,12,1210,12,1210,"Its absence not only penalizes consumers with higher costs and keeps needed products off the market, but also gives foreign nations a competitive edge over American workers.í_",27
1996,11350,12,1210,12,1210,Bill Clinton doesn't mind that.í_,5
1996,11351,12,1210,12,1210,He vetoed Republican reforms that would have saved the public tens of billions of dollars.í_,15
1996,11352,12,1210,12,1210,"Bill Clinton even vetoed the Securities Litigation Reform Act, a Republican initiative to protect shareholders against avaricious litigation.í_",18
1996,11353,12,1210,12,1210,"That obstructionism was too much for even the Democrats in Congress, many of whom joined in overriding his veto.í_",19
1996,11354,12,1204,12,1204,A Republican president will work with Congress to restore justice to the nation's courts and fair play to the practice of law.í_í_,22
1996,11355,20,2014,20,2014,The District of Columbia should be an example for the rest of the country.í_,14
1996,11356,20,2014,20,2014,"Instead, decades of domination by the Democrat party has left the city bankrupt and dangerous.í_",15
1996,11357,20,2014,20,2014,Its residents - and all Americans - deserve better than that.í_í_,11
1996,11358,20,2014,20,2014,We reaffirm the constitutional status of the District of Columbia as the seat of government of the United States and reject calls for statehood for the District.,27
1996,11359,20,2014,20,2014,We call for structural reform of the city's government and its education system.í_,13
1996,11360,20,2014,20,2014,"For both efficiency and public safety, we will transfer water and sewer management in the District to the Army Corps of Engineers or to a regional entity.",27
1996,11361,20,2014,20,2014,We endorse proposals by the congressional Republican Leadership for dramatic reductions in federal taxes - and the city's own outrageous marginal tax rate - within the District.í_,27
1996,11362,20,2014,20,2014,Bill Clinton opposes that idea.í_,5
1996,11363,20,2014,20,2014,"A Republican president will make it part of a comprehensive agenda to transform the nation's capital into a renewal community, an enterprise zone leading the way for the rest of urban America to follow.",34
1996,11364,21,2105,21,2105,"We welcome greater participation in all aspects of the political process by Americans residing in Guam, the Virgin Islands, American Samoa, the Northern Marianas, and Puerto Rico.í_",27
1996,11365,21,2105,21,2105,No single approach can meet the needs of those diverse communities.í_,11
1996,11366,21,2105,21,2105,We therefore emphasize respect for their wishes regarding their relationship to the rest of the Union.í_,16
1996,11367,21,2105,21,2105,"We affirm their right to seek the full extension of the Constitution, with all the rights and responsibilities it entails.",20
1996,11368,21,2105,21,2105,"We support the Native American Samoans' efforts to preserve their culture and land-tenure system, which fosters self-reliance and strong extended family values.",22
1996,11369,21,2105,21,2105,"We recognize that the people of Guam have voted for a closer relationship with the United States of America, and we affirm our support of their right to mutually improve their political relationship through commonwealth.",35
1996,11370,21,2105,21,2105,We support the right of the United States citizens of Puerto Rico to be admitted to the Union as a fully sovereign state after they freely so determine.í_,28
1996,11371,21,2105,21,2105,"We endorse initiatives of the congressional Republican leadership to provide for Puerto Rico's smooth transition to statehood if its citizens choose to alter their current status, or to set them on their own path to become an independent nation.",39
1996,11372,-555,-555,0,-555,Upholding the Rights of All,5
1996,11373,9,900,9,900,A Sensible Immigration Policy,4
1996,11374,-555,-555,0,-555,"For Many, One",3
1996,11375,12,1211,12,1211,Getting Tough on Crime,4
1996,11376,12,1203,12,1203,Solving the Drug Crisis,4
1996,11377,-555,-555,0,-555,The Bottom Line: From the Top Down,7
1996,11378,-555,-555,0,-555,"""We are discovering as a nation that many of our deepest social problems are problems of character and belief.í_",19
1996,11379,-555,-555,0,-555,We will never solve those problems until the hearts of parents are turned toward their children;,16
1996,11380,-555,-555,0,-555,until respect is restored for life and property;,8
1996,11381,-555,-555,0,-555,until aí_commitment is renewedí_ to love and serve our neighbor.í_,10
1996,11382,-555,-555,0,-555,"The common good requires that goodness be common."" Bob Dole, May 23, 1996 in Philadelphia",15
1996,11383,-555,-555,0,-555,This section of our platform deals with rights and responsibilities.í_,10
1996,11384,-555,-555,0,-555,"But it deals also with something larger: the common good, our shared sense of what makes a society decent and noble.í_",21
1996,11385,-555,-555,0,-555,"That takes us beyond government policies and programs to what we are as a people, and what we want to be.í_",21
1996,11386,-555,-555,0,-555,We are the party of the open door.í_,8
1996,11387,-555,-555,0,-555,"As we approach the start of a new century, the Republican Party is more dedicated than ever to strengthening the social, cultural, and political ties that bind us together as a free people, the greatest force for good the world has ever seen.í_",43
1996,11388,-555,-555,0,-555,"While our party remains steadfast in its commitment to advancing its historic principles and ideals, we also recognize that members of our party have deeply held and sometimes differing views.í_",30
1996,11389,-555,-555,0,-555,"We view this diversity of views as a source of strength, not as a sign of weakness, and we welcome into our ranks all Americans who may hold differing positions.í_",30
1996,11390,-555,-555,0,-555,"We are committed to resolving our differences in a spirit of civility, hope, and mutual respect.",16
1996,11391,12,1211,12,1211,"Americans do not want to be afraid of those they pass on the street, suspicious of strangers, fearful for their children.í_",21
1996,11392,17,1707,17,1707,They do not want to have to fight a constant battle against brutality and degradation in what passes for entertainment.í_í_,20
1996,11393,2,202,2,202,"We oppose sexual harassment in the workplace, and must ensure that no one in America is forced to choose between a job and submitting to unwelcome advances.",27
1996,11394,6,600,6,600,We also oppose indoctrination in the classroom.í_,7
1996,11395,-555,-555,0,-555,Americans should not have to tolerate the decline of ethical standards and the collapse of behavioral norms.í_,17
1996,11396,20,2012,20,2012,"Most important, they should not have to doubt the truthfulness of their elected leaders.",14
1996,11397,-555,-555,0,-555,"Reversing those trends won't be easy, but our homes and our children are worth the effort.í_",16
1996,11398,-555,-555,0,-555,"Government has a small, but vital, role.í_",7
1996,11399,-555,-555,0,-555,"But most of the burden must be ours: as parents, as consumers, as citizens whose right of free speech empowers us to stand up for the weak and vulnerable - and speak out against the profiteers of violence and moral decay.",41
1996,11400,-555,-555,0,-555,"That needs to be done, both in our house and in the White House.í_",14
1996,11401,-555,-555,0,-555,Bill Clinton can't - or won't - do it.í_,9
1996,11402,-555,-555,0,-555,"So we will do it without him, and with new national leadership of character and conscience.",16
1996,11403,-555,-555,0,-555,"We are the party of individual Americans, whose rights we protect and defend as the foundation for opportunity and security for all.í_",22
1996,11404,-555,-555,0,-555,"Today, as at our founding in the day of Lincoln, we insist no one's rights are negotiable.",17
1996,11405,2,200,2,200,"As we strive to forge a national consensus on the divisive issues of our time, we call on all Republicans and all Americans to reject the forces of hatred and bigotry.í_",31
1996,11406,2,200,2,200,"Accordingly, we denounce all who practice or promote racism, anti-Semitism, ethnic prejudice, and religious intolerance.í_",15
1996,11407,2,207,2,207,"We condemn attempts by the EEOC or any other arm of government to regulate or ban religious symbols from the work place, and we assert the right of religious leaders to speak out on public issues.í_",36
1996,11408,2,207,2,207,We condemn the desecration of places of worship and are proud that congressional Republicans led the fight against church arsons.í_,20
1996,11409,2,207,2,207,We believe religious institutions and schools should not be taxed.í_,10
1996,11410,2,207,2,207,"When government funds privately operated social, welfare, or educational programs, it must not discriminate against religious institutions, whose record in providing services to those in need far exceeds that of the public sector.í_",33
1996,11411,2,200,2,200,The sole source of equal opportunity for all is equality before the law.í_,13
1996,11412,2,200,2,200,"Therefore, we oppose discrimination based on sex, race, age, creed, or national origin and will vigorously enforce anti-discrimination statutes.í_",19
1996,11413,2,202,2,202,"We reject the distortion of those laws to cover sexual preference, and we endorse the Defense of Marriage Act to prevent states from being forced to recognize same-sex unions.í_",29
1996,11414,2,200,2,200,"Because we believe rights inhere in individuals, not in groups, we will attain our nation's goal of equal rights without quotas or other forms of preferential treatment.í_",27
1996,11415,2,200,2,200,"We scorn Bill Clinton's notion that any person should be denied a job, promotion, contract or a chance at higher education because of their race or gender.í_",27
1996,11416,2,200,2,200,"Instead, we endorse the Dole-Canady Equal Opportunity Act to end discrimination by the federal government.í_",15
1996,11417,2,200,2,200,"We likewise endorse this year's Proposition 209, the California Civil Rights Initiative, to restore to law the original meaning of civil rights.",22
1996,11418,2,202,2,202,We renew our historic Republican commitment to equal opportunity for women.í_,11
1996,11419,2,202,2,202,"In the early days of the suffragist movement, we pioneered the women's right to vote.í_",15
1996,11420,2,202,2,202,"We take pride in this year's remarkable array of Republican women serving in and running for office and their role in leadership positions in our party, in Congress, and in the states.í_",32
1996,11421,2,202,2,202,Two women serve in our House Leadership - a record untouched by the Democrats during their 40 years in power.í_í_,20
1996,11422,2,202,2,202,"The full exercise of legal rights depends upon opportunity, and economic growth is the key to continuing progress for women in all fields of endeavor.í_",25
1996,11423,2,202,2,202,Public policy must respect and accommodate women whether they are full-time homemakers or pursue a career.í_í_,16
1996,11424,13,1304,13,1304,"Under Senator Dole's sponsorship, the Americans with Disabilities Act was enacted to ensure full participation by disabled citizens in our country's life.",22
1996,11425,13,1304,13,1304,"í_ Republicans emphasize community integration and inclusion of persons with disabilities, both by personal example and by practical enforcement of the Individuals with Disabilities Education Act, the Air Carriers Access Act, and other laws.í_",34
1996,11426,13,1304,13,1304,"We will safeguard the interests of disabled persons in Medicare and Medicaid, as well as in federal work force programs.",20
1996,11427,13,1304,13,1304,"Under a Republican renewal, the abilities of all will be needed in an expanding economy, which alone can carry forward the assistive technology that offers personal progress for everyone.í_",29
1996,11428,13,1304,13,1304,"We support full access to the polls, and the entire political process, by disabled citizens.í_",15
1996,11429,2,205,2,205,"We oppose the non-consensual withholding of health care or treatment because of handicap, age, or infirmity, just as we oppose euthanasia and assisted suicide, which, especially for the poor and those on the margins of society, threaten the sanctity of human life.",42
1996,11430,2,208,2,208,The unborn child has a fundamental individual right to life which cannot be infringed.í_,14
1996,11431,2,208,2,208,We support a human life amendment to the Constitution and we endorse legislation to make clear that the Fourteenth Amendment's protections apply to unborn children.,25
1996,11434,2,208,2,208,We support the appointment of judges who respect traditional family values and the sanctity of innocent human life.í_,18
1996,11435,2,208,2,208,"Our goal is to ensure that women with problem pregnancies have the kind of support, material and otherwise, they need for themselves and for their babies, not to be punitive towards those for whose difficult situation we have only compassion.í_",40
1996,11438,12,1208,12,1208,Republicans in Congress took the lead in expanding assistance both for the costs of adoption and for the continuing care of adoptive children with special needs.í_,26
1996,11442,2,200,2,200,"We reaffirm the promise of the Fifth Amendment: ""nor shall private property be taken for public use, without just compensation.""í_",20
1996,11443,2,200,2,200,This Takings Clause protects the homes and livelihood of Americans against the governmental greed and abuse of power that characterizes the Clinton Administration;,23
1996,11444,2,200,2,200,we will strictly enforce it.,5
1996,11445,12,1209,12,1201,We defend the constitutional right to keep and bear arms.í_,10
1996,11446,12,1209,12,1201,"We will promote training in the safe usage of firearms, especially in programs for women and the elderly.í_",18
1996,11447,12,1209,12,1201,"We strongly support Bob Dole's National Instant Check Initiative, which will help keep all guns out of the hands of convicted felons.í_",22
1996,11448,12,1209,12,1201,The point-of-purchase instant check has worked well in many states and now it is time to extend this system all across America.í_,22
1996,11449,12,1209,12,1201,We applaud Bob Dole's commitment to have the national instant check system operational by the end of 1997.í_,18
1996,11450,12,1209,12,1201,"In one of the strangest actions of his tenure, Bill Clinton abolished Operation Triggerlock, the Republican initiative to jail any felon caught with a gun.í_",25
1996,11451,12,1209,12,1201,"We will restore that effort and will set by law minimum mandatory penalties for the use of guns in committing a crime: 5 years for possession, 10 years for brandishing, and 20 for discharge.",34
1996,11452,5,504,5,504,"We affirm the right of individuals to participate in labor organizations and to bargain collectively, consistent with State laws.í_",19
1996,11453,5,504,5,504,Because that participation should always be voluntary. we support the right of States to enact Right-to-Work laws.í_,17
1996,11454,5,504,5,504,"We will restore the original scope of the Hobbs Act, barring union officials from extortion and violence.í_",17
1996,11455,5,504,5,504,"We will vigorously implement the Supreme Court's Beck decision to ensure that workers are not compelled to subsidize political activity, like the $35 million slush fund extorted this year from rank and file members by Washington-based labor leaders.í_",38
1996,11456,5,504,5,504,We will reverseí_ Bill Clinton's unconscionable Executive Order that deprived workers of their right to know how their union dues are spent.,22
1996,11457,9,900,9,900,"As a nation of immigrants, we welcome those who follow our laws and come to our land to seek a better life.í_",22
1996,11458,9,900,9,900,"New Americans strengthen our economy, enrich our culture, and defend the nation in war and in peace.í_",17
1996,11459,9,900,9,900,"At the same time, we are determined to reform the system by which we welcome them to the American family.í_",20
1996,11460,9,900,9,900,"We must set immigration at manageable levels, balance the competing goals of uniting families of our citizens and admitting specially talented persons, and end asylum abuses through expedited exclusion of false claimants.í_í_í_",32
1996,11461,9,900,9,900,Bill Clinton's immigration record does not match his rhetoric.í_,9
1996,11462,9,900,9,900,"While talking tough on illegal immigration, he has proposed a reduction in the number of border patrol agents authorized by the Republicans in Congress, has opposed the most successful border control program in decades (Operation Hold the Line in Texas), has opposed Proposition 187 in California which 60 percent of Californians supported, and has opposed Republican efforts to ensure that non-citizens do not take advantage of expensive welfare programs.í_",69
1996,11463,9,900,9,900,"Unlike Bill Clinton, we stand with the American people on immigration policy and will continue to reform and enforce our immigration laws to ensure that they reflect America's national interest.",30
1996,11464,9,900,9,900,We also support efforts to secure our borders from the threat of illegal immigration.í_,14
1996,11465,9,900,9,900,"Illegal immigration has reached crisis proportions, with more than four million illegal aliens now present in the United States.í_",19
1996,11466,9,900,9,900,"That number, growing by 300,000 each year, burdens taxpayers, strains public services, takes jobs, and increases crime.í_í_",17
1996,11467,9,900,9,900,"Republicans in both the House and Senate have passed bills that tighten border enforcement, speed up deportation of criminal aliens, toughen penalties for overstaying visas, and streamline the Immigration and Naturalization Service.",32
1996,11468,9,900,9,900,"Illegal aliens should not receive public benefits other than emergency aid, and those who become parents while illegally in the United States should not be qualified to claim benefits for their offspring.í_",32
1996,11469,9,900,9,900,"Legal immigrants should depend for assistance on their sponsors, who are legally responsible for their financial well-being, not the American taxpayers.í_",21
1996,11470,9,900,9,900,"Just as we require ""deadbeat dads"" to provide for the children they bring into the world, we should require ""deadbeat sponsors"" to provide for the immigrants they bring into the country.í_í_",31
1996,11471,9,900,9,900,We support a constitutional amendment or constitutionally-valid legislation declaring that children born in the United States of parents who are not legally present in the United States or who are not long-term residents are not automatically citizens.,37
1996,11472,9,900,9,900,"We endorse the Dole/Coverdell proposal to make crimes of domestic violence, stalking, child abuse, child neglect and child abandonment committed by aliens residing in this country deportable offenses under our immigration laws.",32
1996,11473,9,900,9,900,We call for harsh penalties against exploiters who smuggle illegal aliens and for those who profit from the production of false documents.í_,22
1996,11474,9,900,9,900,"Republicans believe that by eliminating the magnet for illegal immigration, increasing border security, enforcing our immigration laws, and producing counterfeit-proof documents, we will finally put an end to the illegal immigration crisis.í_",32
1996,11475,2,207,2,207,We oppose the creation of any national ID card.í_,9
1996,11476,9,900,9,900,America's ethnic diversity within a shared national culture is one of our country's greatest strengths.í_,15
1996,11477,9,900,9,900,"While we benefit from our differences, we must also strengthen the ties that bind us to one another.í_",18
1996,11478,2,207,2,207,Foremost among those is the flag.í_,6
1996,11479,2,207,2,207,"Its deliberate desecration is not ""free speech,"" but an assault against our history and our hopes.í_",16
1996,11480,2,207,2,207,"We support a constitutional amendment that will restore to the people, through their elected representatives, their right to safeguard Old Glory.í_",21
1996,11481,2,207,2,207,"We condemn Bill Clinton's refusal, once again, to protect and preserve the most precious symbol of our Republic.",18
1996,11482,6,603,6,603,"English, our common language, provides a shared foundation which has allowed people from every corner of the world to come together to build the American nation.í_",26
1996,11483,6,603,6,603,The use of English is indispensable to all who wish to participate fully in our society and realize the American dream.í_,21
1996,11484,6,603,6,603,"As Bob Dole has said:í_ ""For more than two centuries now, English has been a force for unity, indispensable to the process of transforming untold millions of immigrants from all parts of the globe into citizens of the most open and free society the world has ever seen.""í_",48
1996,11485,6,603,6,603,"For newcomers, learning the English language has always been the fastest route to the mainstream of American life.í_",18
1996,11486,6,603,6,603,That should be the goal of bilingual education programs.í_,9
1996,11487,6,603,6,603,We support the official recognition of English as the nation's common language.í_,12
1996,11488,6,600,6,600,We advocate foreign language training in our schools and retention of heritage languages in homes and cultural institutions.í_,18
1996,11489,6,600,6,600,Foreign language fluency is also an essential component of America's competitiveness in the world market.,15
1996,11490,21,2102,21,2102,"We will strengthen Native Americans' self-determination by respecting tribal sovereignty, encouraging a pro-business and pro-development climate on reservations.í_",18
1996,11491,21,2102,21,2102,"We uphold the unique government-to-government relationship between the tribes and the United States, and we honor our nation's trust obligations to them.í_",22
1996,11492,21,2102,21,2102,"In fulfillment thereof, we will ensure that the resources, financial and otherwise, which the United States holds in trust are well-managed, audited, and protected.í_",24
1996,11493,21,2102,21,2102,We second Bob Dole's call for legislation authorizing tribal governments to reorganize the Bureau of Indian Affairs and the Indian Health Service.í_,22
1996,11494,21,2102,21,2102,"We endorse efforts to ensure equitable participation in federal programs by Native Americans, Native Alaskans and Native Hawaiians and to preserve their culture and languages.",25
1996,11495,12,1211,12,1211,"""Women in America know better than anyone about the randomness and ruthlessness of crime.í_",14
1996,11496,12,1211,12,1211,"It is a shameful, national disgrace that nightfall has become synonymous with fear for so many of America's women."" Bob Dole, May 28, 1996 in Aurora, Colorado",27
1996,11497,12,1200,12,1200,"During Bill Clinton's tenure, America has become a more fearful place, especially for the elderly and for women and children.í_",20
1996,11498,12,1200,12,1200,"Violent crime has turned our homes into prisons, our streets and schoolyards into battlegrounds.í_",14
1996,11499,12,1200,12,1200,It devours half a trillion dollars every year.í_,8
1996,11500,12,1200,12,1200,"Unfortunately, far worse could be coming in the near future.í_",10
1996,11501,12,1206,12,1206,"While we acknowledge the extraordinary efforts of single parents, we recognize that a generation of fatherless boys raises the prospect of soaring juvenile crime.í_",24
1996,11502,12,1210,12,1210,"This is, in part the legacy of liberalism - in the old Democrat Congress, in the Clinton Department of Justice, and in the courts, where judges appointed by Democrat presidents continue their assault against the rights of law-abiding Americans.í_",39
1996,11503,12,1210,12,1210,For too long government policy has been controlled by criminals and their defense lawyers.í_,14
1996,11504,12,1210,12,1210,Democrat Congresses cared more about rights of criminals than safety for Americans.í_,12
1996,11505,12,1211,12,1211,"Bill Clinton arbitrarily closed off Pennsylvania Avenue, the nation's Main Street, for his protection, while his policies left the public unprotected against vicious criminals.í_",24
1996,11506,12,1200,12,1200,As a symbol of our determination to restore the rule of law - in the White House as well as in our streets - we will reopen Pennsylvania Avenue.,29
1996,11507,12,1210,12,1210,"After the elections of 1994, the new Republican majorities in the House and Senate fought back with legislation that ends frivolous, costly, and unnecessarily lengthy death-row appeals, requires criminals to pay restitution to their victims, speeds the removal of criminal aliens, and steps up the fight against terrorism.í_",48
1996,11508,12,1210,12,1210,"Congressional Republicans put into law a truth-in-sentencing prison grant program to provide incentives to states which enact laws requiring violent felons to serve at least 85% of their sentences and replaced a myriad of Democrat ""Washington knows best"" prevention programs with bloc grants to cities and counties to use to fight crime as they see fit.í_",56
1996,11509,12,1210,12,1210,They put an end to federal court early-release orders for prison overcrowding and made it much harder for prisoners to file frivolous lawsuits about prison conditions.,26
1996,11510,-555,-555,0,-555,"There's more to do, once Bill Clinton's veto threats no longer block the way.í_",14
1996,11511,12,1205,12,1205,We will establish no-frills prisons where prisoners are required to work productively and make the threat of jail a real deterrent to crime.í_,23
1996,11512,12,1205,12,1205,Prisons should not be places of rest and relaxation.í_,9
1996,11513,12,1210,12,1210,"We will reform the Supreme Court's fanciful exclusionary rule, which has allowed a generation of criminals to get off on technicalities.í_",21
1996,11514,12,1206,12,1206,Juvenile crime is one of the most difficult challenges facing our nation.í_,12
1996,11515,12,1206,12,1206,The juvenile justice system is broken.í_,6
1996,11516,12,1206,12,1206,"It fails to punish the minor crimes that lead to larger offenses, and lacks early intervention to keep delinquency from turning into violent crime.í_",24
1996,11517,12,1206,12,1206,"Truancy laws are not enforced, positive role models are lacking, and parental responsibility is overlooked.í_",15
1996,11518,12,1206,12,1206,We will stress accountability at every step in the system and require adult trials for juveniles who commit adult crimes.í_í_,20
1996,11519,12,1206,12,1206,"In addition, not only is juvenile crime on the rise, but unsupervised juveniles (especially at night) are most often the victims of abuse in our society.í_",26
1996,11520,12,1206,12,1206,"Recognizing that local jurisdictions have a clear and concise understanding of their problems, we encourage them to develop and enact innovative programs to address juvenile crime.í_",26
1996,11521,12,1206,12,1206,We also encourage them to consider juvenile nocturnal curfews as an effective law enforcement tool in helping reduce juvenile crime and juvenile victimization.í_,23
1996,11522,12,1206,12,1206,Juvenile criminal proceedings should be open to victims and the public.í_,11
1996,11523,12,1206,12,1206,"Juvenile conviction records should not be sealed but made available to law enforcement agencies, the courts, and those who hire for sensitive work in schools and day-care centers.",28
1996,11524,12,1210,12,1210,"Because liberal jurists keep expanding the rights of the accused, Republicans propose a Constitutional amendment to protect victims' rights:í_ audio and visual testimony of victims kept on file for future hearings, full restitution, protection from intimidation or violence by the offender, notification of court proceedings, a chance to be heard in plea bargains, the right to remain in court during trials and hearings concerning the crimes committed against them, a voice in the sentencing proceedings, notice of the release or escape of offenders.í_",83
1996,11525,12,1210,12,1210,"Bill Clinton hypocritically endorsed our Victim's Rights Amendment while naming judges who opposed capital punishment, turned felons loose, and even excused murder as a form of social protest.í_",28
1996,11526,12,1210,12,1210,"Bob Dole, the next Republican president will end that nonsense and make our courts once again an instrument of justice.",20
1996,11527,12,1209,12,1201,"While the federal government's role is essential, most law enforcement must remain in the hands of local communities, directed by State and local officials who are closely answerable to the people whose lives are affected by crime.í_",37
1996,11528,12,1209,12,1201,"In that regard, we support community policing;",7
1996,11529,12,1209,12,1201,nothing inhibits local crime like an officer in the neighborhood.í_,10
1996,11530,12,1209,12,1201,"Bill Clinton promised 100,000 more police officers on the beat but, according to his own Attorney General, delivered no more than 17,000.í_",22
1996,11531,12,1209,12,1201,He ignored local law enforcers by tying the program in knots of red tape and high costs.í_,17
1996,11532,12,1209,12,1201,"Now he is diverting millions of its dollars, appropriated by congressional Republicans to fight street crime, to state parks and environmental projects.í_",22
1996,11533,12,1209,12,1201,"It's time to return those anti-crime resources to communities and let them decide what works best to keep their homes, schools, and workplaces safe.í_",24
1996,11534,12,1209,12,1201,This would result in far more new police officers than Bill Clinton's program and give communities additional crime fighting resources they need.í_,22
1996,11535,12,1205,12,1205,We will work with local authorities to prevent prison inmates from receiving disability or other government entitlements while incarcerated.í_,19
1996,11536,12,1205,12,1205,"We support efforts to allow peace officers, including qualified retirees, to assist their colleagues and protect their communities even when they are out of their home jurisdictions to the extent this is consistent with applicable state and local law.í_",39
1996,11537,12,1205,12,1205,We will amend the Fair Labor Standards Act so that corrections officers can volunteer to assist local law enforcement.í_í_í_,19
1996,11538,12,1208,12,1208,Crimes against women and children demand an emphatic response.í_,9
1996,11539,12,1208,12,1208,"Under Bob Dole and Dick Zimmer's leadership, Republicans in Congress pushed through Megan's Law - the requirement that local communities be notified when sex offenders and kidnappers are released - in response to the growing number of violent sexual assaults and murders like the brutal murder of a little girl in New Jersey.í_í_",53
1996,11540,12,1208,12,1208,We call for special penalties against thugs who assault or batter pregnant women and harm them or their unborn children.í_,20
1996,11541,12,1207,12,1207,"We endorse Bob Dole's call to bring federal penalties for child pornography in line with far tougher State penalties: ten years for a first offense, fifteen for the second, and life for a third.í_",34
1996,11542,12,1210,12,1210,We believe it is time to revisit the Supreme Court's arbitrary decision of 1977 that protects even the most vicious rapists from the death penalty.í_í_,25
1996,11543,12,1210,12,1210,Bob Dole authored a tough federal statute which provides for the admissibility of prior similar criminal acts of defendants in sexual assault cases.í_,23
1996,11544,12,1210,12,1210,This important law enforcement tool should serve as a model for the states.í_,13
1996,11545,12,1210,12,1210,We continue our strong support of capital punishment for those who commit heinous federal crimes;,15
1996,11546,12,1203,12,1203,including the kingpins of the narcotics trade.,7
1996,11547,19,1927,19,1927,We wish to express our support and sympathy for all victims of terrorism and their families.í_,16
1996,11548,19,1927,19,1927,Acts of terrorism against Americans and American interests must be stopped and those who commit them must be brought to justice.í_,21
1996,11549,19,1927,19,1927,"We recommend a Presidentially appointed ""blue ribbon"" commission to study more effective methods of prosecuting terrorists.",16
1996,11550,12,1200,12,1200,"Only Republican resolve can prepare our nation to deal with the four deadly threats facing us in the early years of the 21st Century: violent crime, drugs, terrorism, and international organized crime.í_",32
1996,11551,12,1200,12,1200,Those perils are interlocked - and all are escalating.í_,9
1996,11552,-555,-555,0,-555,This is no time for excuses.í_,6
1996,11553,-555,-555,0,-555,It's time for a change.,5
1996,11554,12,1203,12,1203,"The verdict is in on Bill Clinton's moral leadership:í_ after 11 years of steady decline, the use of marijuana among teens doubled in the two years after 1992.í_",28
1996,11555,12,1203,12,1203,"At the same time, the use of cocaine and methamphetamines dramatically increased.",12
1996,11556,12,1203,12,1203,That shocks but should not surprise.í_,6
1996,11557,12,1203,12,1203,For in the war on drugs - an essential component of the fight against crime - today's Democratic Party has been a conscientious objector.í_í_,24
1996,11558,12,1203,12,1203,Nowhere is the discrepancy between Bill Clinton's rhetoric and his actions more apparent.í_,13
1996,11559,12,1203,12,1203,"Mr. Clinton's personal record has been a betrayal of the nation's trust, sending the worst possible signal to the nation's youth.í_",21
1996,11560,12,1203,12,1203,"At the urging of the Secret Service, the White House had to institute a drug-testing program for Clinton staffers who were known to be recent users of illegal narcotics.í_",29
1996,11561,12,1203,12,1203,"At the same time, he drastically cut funding for drug interdiction.í_",11
1996,11562,12,1203,12,1203,"The Office of National Drug Control Policy was cut by 80 percent, and federal drug prosecutions dropped 25 percent.í_",19
1996,11563,12,1203,12,1203,"His Attorney General proposed to reduce mandatory minimum sentences for drug trafficking and related crimes, and his Surgeon General advocated legalization of narcotics.í_",23
1996,11564,12,1203,12,1203,Hundreds of suspected drug smugglers have been allowed to go free at the border.í_,14
1996,11565,12,1203,12,1203,"Simultaneously, the use of marijuana, cocaine, and heroin has increased, especially among young people.í_",14
1996,11566,12,1203,12,1203,"Now narcotics are again fueling the acceleration of crime rates, putting the nation on a collision course with the future.",20
1996,11567,12,1203,12,1203,Bill Clinton's weakness in international affairs has worsened the situation here at home.í_,13
1996,11568,12,1203,12,1203,One case in point: He certified that Mexico has cooperated with our drug interdiction effort when 70 percent of drugs smuggled into the U. S. come across our southern border - and when the Mexican government ignored 165 extradition orders for drug criminals.í_,43
1996,11569,12,1203,12,1203,"Discredited at home and abroad, he lacks both the stature and the credibility to lead us toward a drug-free America.",20
1996,11570,12,1203,12,1203,A war against drugs requires moral leadership now lacking in the White House.í_,13
